,Price,Installment,Description,Location,Bedroom,Bathroom,Carport,Land,Building
13113,Rp 2 Miliar,Cicilan: 7 Jutaan per bulan,Rumah Murah Lokasi Strategis Mainroad Malabar,"Gatot Subroto, Bandung",4,2,1,LT : 133 m²,LB : 140 m²
13114,"Rp 3,99 Miliar",Cicilan: 14 Jutaan per bulan,Rumah Bagus Hook Minimalis Modern Siap Huni Di Tatar Purbasari Kota Baru Parahyangan Kbp Bandung,"Kota Baru Parahyangan, Bandung",4,3,2,LT : 216 m²,LB : 179 m²
13115,"Rp 10,5 Miliar",Cicilan: 39 Jutaan per bulan,Rumah Minimalis Siap Huni Kota Baru Parahyangan,"Kota Baru Parahyangan, Bandung",4,5,4,LT : 707 m²,LB : 360 m²
13116,"Rp 2,1 Miliar",Cicilan: 7 Jutaan per bulan,Rumah Dijual disewakan Setramurni Atas Bandung,"Setra Murni, Bandung",3,2,2,LT : 124 m²,LB : 85 m²
13117,Rp 14 Miliar,Cicilan: 52 Jutaan per bulan,Rumah Kbp Furnished Larangtapa,"Kota Baru Parahyangan, Bandung",5,5,2,LT : 502 m²,LB : 900 m²
13118,"Rp 2,17 Miliar",Cicilan: 8 Jutaan per bulan,Rumah Dijual Kota Baru Parahyangan Termurah Saat Ini,"Kota Baru Parahyangan, Bandung",3,2,1,LT : 144 m²,LB : 100 m²
13119,"Rp 2,75 Miliar",Cicilan: 10 Jutaan per bulan,Rumah di Bukit Ligar Bandung Tanah Luas Bangunan Terawat Siap Huni,"Cigadung, Bandung",7,6,2,LT : 446 m²,LB : 250 m²
13120,"Rp 1,1 Miliar",Cicilan: 4 Jutaan per bulan,Rumah di Sayap Buah Batu Bandung Dalam Komplek Dekat Kampus Telkom,"Bojongsoang, Bandung",3,1,1,LT : 110 m²,LB : 80 m²
13121,"Rp 1,9 Miliar",Cicilan: 7 Jutaan per bulan,Rumah jual cepat lokasi strategis sayap buah batu jalan nilem,"Buah Batu, Bandung",3,2,1,LT : 223 m²,LB : 212 m²
13122,Rp 600 Juta,Cicilan: 2 Jutaan per bulan,Dijual Rumah Cicalengka Lokasi Strategis Cicalengka Jawa Barat ,"Cicalengka, Bandung",3,1,1,LT : 138 m²,LB : 150 m²
13123,"Rp 1,65 Miliar",Cicilan: 6 Jutaan per bulan,"Rumah hook siap huni di Derwati Mas, Bandung","Derwati, Bandung",3,3,2,LT : 157 m²,LB : 100 m²
13124,Rp 5 Miliar,Cicilan: 18 Jutaan per bulan,Rumah Classic Terawat Lokasi Dkt Podomoro Parkbuah Batu Bandung,"Buah Batu, Bandung",6,3,2,LT : 396 m²,LB : 205 m²
13125,"Rp 1,8 Miliar",Cicilan: 6 Jutaan per bulan,Dijual Rumah Nyaman Siap Huni Di Komplek Kembar Bandung,"Bandung Selatan, Bandung",3,2,1,LT : 140 m²,LB : 120 m²
13126,"Rp 27,5 Miliar",Cicilan: 102 Jutaan per bulan,Villa Hotel Baru di Batununggal Kujangsari Bandung,"Batununggal, Bandung",57,53,20,LT : 1000 m²,LB : 1700 m²
13127,"Rp 1,65 Miliar",Cicilan: 6 Jutaan per bulan,Rumah Hook Siap Huni Di Bumi Kopo Kencana Bandung,"Peta, Bandung",4,2,1,LT : 169 m²,LB : 160 m²
13128,"Rp 2,8 Miliar",Cicilan: 10 Jutaan per bulan,Rumah di Batununggal indah semi furnish Bagus kota bandung,"Batununggal, Bandung",2,2,0,LT : 180 m²,LB : 150 m²
13129,"Rp 1,6 Miliar",Cicilan: 5 Jutaan per bulan,Rumah Bagus Murah 1 Lantai Perumahan Antapani Kidul Kota Bandung,"Antapani, Bandung",4,2,2,LT : 278 m²,LB : 230 m²
13130,"Rp 5,5 Miliar",Cicilan: 20 Jutaan per bulan,RUMAH 3 BANGUNAN,"Mekar Wangi, Bandung",5,4,0,LT : 360 m²,LB : 600 m²
13131,"Rp 27,5 Miliar",Cicilan: 102 Jutaan per bulan,Dijual Hotel Mewah Baru di Buah Batu Bandung ,"Buah Batu, Bandung",57,53,0,LT : 1000 m²,LB : 1700 m²
13132,"Rp 3,27 Miliar",Cicilan: 12 Jutaan per bulan,Rumah 1 lantai furnished bnyk bonus! ,"Bandung Kota, Bandung",3,3,2,LT : 89 m²,LB : 175 m²
13133,"Rp 2,45 Miliar",Cicilan: 9 Jutaan per bulan,"Rumah Kosan Running 2 Lantai Bagus Furnished SHM di Jatinangor, Bandung","Jatinangor, Bandung",10,6,1,LT : 250 m²,LB : 132 m²
13134,"Rp 2,2 Miliar",Cicilan: 8 Jutaan per bulan,Rumah Bagus Nyaman Siap Huni di Summarecon Flora Fiona Cluster Favorit Bandung,"Summarecon Bandung, Bandung",4,3,1,LT : 90 m²,LB : 130 m²
13135,"Rp 7,5 Miliar",Cicilan: 27 Jutaan per bulan,Rumah hitung tanah sayap Riau SHM harga bersahabat,"Riau, Bandung",11,3,1,LT : 390 m²,LB : 265 m²
13136,"Rp 1,58 Miliar",Cicilan: 5 Jutaan per bulan,Rumah Cantik Siap Huni di Riung Bandung JL  Riung Karya juang raya Gedebage kota Bandung,"Gede Bage, Bandung",3,2,0,LT : 118 m²,LB : 120 m²
13137,Rp 599 Juta,Cicilan: 2 Jutaan per bulan,Rumah Tahap Renovasi di Rancamanyar Cluster,"Rancamanyar, Bandung",2,1,2,LT : 105 m²,LB : 40 m²
13138,"Rp 4,86 Miliar",Cicilan: 18 Jutaan per bulan,Rumah Bagus Renovasi Mainroad Strategis Murah Di Caringin Bandung,"Caringin, Bandung",14,5,3,LT : 492 m²,LB : 865 m²
13139,"Rp 3,27 Miliar",Cicilan: 12 Jutaan per bulan,"Rumah Baru 3 Lantai Furnished di Setraduta Royal Grande, Bandung","Setra Duta, Bandung",3,3,2,LT : 89 m²,LB : 175 m²
13140,"Rp 1,55 Miliar",Cicilan: 5 Jutaan per bulan,Rumah Dijual Baru Minimalis Modern di Podomoro Park Buah Batu,"Podomoro Park Bandung, Bandung",3,1,0,LT : 85 m²,LB : 58 m²
13141,"Rp 1,6 Miliar",Cicilan: 5 Jutaan per bulan,Rumah 1 Lantai Sudah Renovasi SHM Area Arcamanik Kota Bandung,"Arcamanik, Bandung",4,3,1,LT : 238 m²,LB : 150 m²
13142,"Rp 2,6 Miliar",Cicilan: 9 Jutaan per bulan,RUMAH MURAH DI SAYAP MOH. TOHA BANDUNG,"Soekarno Hatta, Bandung",6,3,1,LT : 200 m²,LB : 170 m²
13143,"Rp 1,5 Miliar",Cicilan: 5 Jutaan per bulan,Rumah Dijual Summarecon Bandung Semi Furnished,"Summarecon Bandung, Bandung",2,2,0,LT : 90 m²,LB : 66 m²
13144,"Rp 1,8 Miliar",Cicilan: 6 Jutaan per bulan,Dijual Rumah Baru Minimalis di Setiabudi Regency,"Setiabudi, Bandung",3,2,0,LT : 105 m²,LB : 132 m²
13145,Rp 2 Miliar,Cicilan: 7 Jutaan per bulan,RUMAH BAGUS 2LT KOMP. CIJERAH,"Cijerah, Bandung",3,3,2,LT : 128 m²,LB : 150 m²
13146,"Rp 2,5 Miliar",Cicilan: 9 Jutaan per bulan,Dijual Rumah Baru Full Furnished di Kembar Mas,"Regol, Bandung",3,3,0,LT : 120 m²,LB : 202 m²
13147,"Rp 1,3 Miliar",Cicilan: 4 Jutaan per bulan,Rumah Villa Pesona Lembang Dijual Cantik Terawat,"Lembang, Bandung",3,2,0,LT : 123 m²,LB : 135 m²
13148,Rp 2 Miliar,Cicilan: 7 Jutaan per bulan,Rumah Mairoad Sayap Cijerah,"Cijerah, Bandung",5,3,1,LT : 198 m²,LB : 170 m²
13149,"Rp 6,6 Miliar",Cicilan: 24 Jutaan per bulan,"Rumah Cantik Lokasi Strategis Disawah Kurung Regol, Bandung","Regol, Bandung",6,4,1,LT : 197 m²,LB : 250 m²
13150,"Rp 2,2 Miliar",Cicilan: 8 Jutaan per bulan,Turun Harga Sumarecon Flora Fiona Cluster Favorit Full Renov,"Summarecon Bandung, Bandung",4,3,1,LT : 90 m²,LB : 130 m²
13151,"Rp 2,95 Miliar",Cicilan: 10 Jutaan per bulan,RUMAH BARU MURAH DI MEKARWANGI BANDUNG,"Mekar Wangi, Bandung",3,2,2,LT : 107 m²,LB : 200 m²
13152,"Rp 3,25 Miliar",Cicilan: 12 Jutaan per bulan,Rumah Dijual Hoek Semi Furnished Terawat di Kota Baru Parahyangan,"Kota Baru Parahyangan, Bandung",3,2,0,LT : 189 m²,LB : 150 m²
13153,"Rp 9,5 Miliar",Cicilan: 35 Jutaan per bulan,Dijual Rumah Asri Besar Nyaman di Rancakendal Dago Atas Sa,"Dago Pakar, Bandung",7,3,2,LT : 700 m²,LB : 400 m²
13154,"Rp 2,3 Miliar",Cicilan: 8 Jutaan per bulan,"Rumah Sumber Sari, Bandung Strategis, Kotamadya","Babakanciparay, Bandung",3,2,3,LT : 184 m²,LB : 150 m²
13155,"Rp 1,6 Miliar",Cicilan: 5 Jutaan per bulan,RUMAH STRATEGIS KOMP. SAYAP CIJERAH,"Cijerah, Bandung",3,2,2,LT : 103 m²,LB : 160 m²
13156,"Rp 1,9 Miliar",Cicilan: 7 Jutaan per bulan,Rumah Gerlong Residence Bandung,"Sukasari, Bandung",4,3,0,LT : 134 m²,LB : 130 m²
13157,"Rp 3,75 Miliar",Cicilan: 13 Jutaan per bulan,Rumah Dijual Minimalis Cantik di Singgasana,"Singgasana, Bandung",3,3,0,LT : 200 m²,LB : 180 m²
13158,Rp 1 Miliar,Cicilan: 3 Jutaan per bulan,Rumah Lama Belakang Metro Margahayu Raya,"Rancasari, Bandung",5,2,1,LT : 150 m²,LB : 140 m²
13159,Rp 15 Miliar,Cicilan: 55 Jutaan per bulan,CEPAT RUMAH SAYAP RIAU,"Riau, Bandung",4,2,2,LT : 493 m²,LB : 264 m²
13160,"Rp 3,9 Miliar",Cicilan: 14 Jutaan per bulan,Jual Rumah villa full furnish plus privat pool di Cihideung lembang,"Lembang, Bandung",5,4,1,LT : 350 m²,LB : 200 m²
13161,"Rp 2,3 Miliar",Cicilan: 8 Jutaan per bulan,RUMAH ASRI DI KOMP SAYAP CIJERAH,"Cijerah, Bandung",6,3,1,LT : 205 m²,LB : 160 m²
13162,Rp 5 Miliar,Cicilan: 18 Jutaan per bulan,yang masih cari rumah disetraduta merapat Rumah Setraduta permai dengan semi furniturnya,"Ciwastra, Bandung",3,3,0,LT : 200 m²,LB : 350 m²
13163,"Rp 1,1 Miliar",Cicilan: 4 Jutaan per bulan,Cluster di Antapani. Rumah Baru 2 Lantai di Kota Bandung. Dekat Arcamanik,"Antapani, Bandung",3,2,1,LT : 93 m²,LB : 98 m²
13164,Rp 800 Juta,Cicilan: 2 Jutaan per bulan,FS RUMAH ASRI TCI,"Cibaduyut, Bandung",2,2,1,LT : 100 m²,LB : 85 m²
13165,Rp 900 Juta,Cicilan: 3 Jutaan per bulan,Dijual Rumah Komplek Nata Endah Sadang Bandung Sa,"Margahayu, Bandung",5,2,1,LT : 101 m²,LB : 160 m²
13166,"Rp 1,6 Miliar",Cicilan: 5 Jutaan per bulan,Rumah 2 lantai siap huni dalam komplek di Antapani ,"Antapani, Bandung",3,2,1,LT : 123 m²,LB : 150 m²
13167,"Rp 2,1 Miliar",Cicilan: 7 Jutaan per bulan,"Rumah 1 lantai oastuer dekat dengan botanical mall, dekat kampus maranatha","Bandung Kota, Bandung",3,3,2,LT : 84 m²,LB : 95 m²
13168,"Rp 2,5 Miliar",Cicilan: 9 Jutaan per bulan,Dijual Rumah Baru Modern di Tengah Kota Bandung Leuwisari,"Bojongloa Kidul, Bandung",3,2,1,LT : 235 m²,LB : 175 m²
13169,Rp 889 Juta,Cicilan: 3 Jutaan per bulan,Cluster Sayap Pasirkoja Bandung Kulon - Bangunan Bagus Minimalis Siap Huni - Turun Harga Jual Cepat (Good Invest),"Bandung Kulon, Bandung",3,2,1,LT : 72 m²,LB : 128 m²
13170,Rp 695 Juta,Cicilan: 2 Jutaan per bulan,Rumah baru di kopo Ketapang bandung dekat gerbang tol seroja,"Katapang, Bandung",2,1,0,LT : 108 m²,LB : 75 m²
13171,"Rp 2,5 Miliar",Cicilan: 9 Jutaan per bulan,Rumah di Batununggal Indah Estate cluster ,"Batununggal, Bandung",2,2,1,LT : 180 m²,LB : 150 m²
13172,Rp 600 Juta,Cicilan: 2 Jutaan per bulan,Di Jual Kota Bali Residence Padalarang,"Padalarang, Bandung",1,1,0,LT : 72 m²,LB : 35 m²
13173,"Rp 6,25 Miliar",Cicilan: 23 Jutaan per bulan," Rumah Semi Furnished Bagus di Batununggal, Batununggal","Batununggal, Bandung",3,2,2,LT : 280 m²,LB : 290 m²
13174,"Rp 2,8 Miliar",Cicilan: 10 Jutaan per bulan, Rumah Bagus Siap Huni di dalam Cluster Batununggal,"Batununggal, Bandung",2,2,1,LT : 180 m²,LB : 130 m²
13175,Rp 400 Juta,Cicilan: 1 Jutaan per bulan,Di Jual Rumah Cluster Di Cileunyi Bandung,"Cibiru, Bandung",2,1,1,LT : 60 m²,LB : 40 m²
13176,"Rp 2,85 Miliar",Cicilan: 10 Jutaan per bulan,Japandi Hook House Tatar Banyaksumba,"Kota Baru Parahyangan, Bandung",3,2,1,LT : 126 m²,LB : 118 m²
13177,Rp 980 Juta,Cicilan: 3 Jutaan per bulan,"Rumah di Holis Bagus, fengshui bagus, bisa untuk usaha","Holis Cigondewah, Bandung",4,2,0,LT : 96 m²,LB : 108 m²
13178,"Rp 1,4 Miliar",Cicilan: 5 Jutaan per bulan,Rumah Tki 1 Lokasi Nyaman,"Taman Kopo Indah, Bandung",3,1,1,LT : 130 m²,LB : 100 m²
13179,"Rp 2,5 Miliar",Cicilan: 9 Jutaan per bulan,Rumah Bagus Kopo permai 3 siap pakai ,"Kopo Permai, Bandung",3,2,1,LT : 206 m²,LB : 150 m²
13180,"Rp 2,8 Miliar",Cicilan: 10 Jutaan per bulan,Rumah Minimalis di Komplek Batununggal Buah Batu Bandung,"Batununggal, Bandung",4,4,1,LT : 160 m²,LB : 140 m²
13181,"Rp 1,05 Miliar",Cicilan: 3 Jutaan per bulan,Cisirung. Rumah kos sayap moh toha bandung,"Moch Toha, Bandung",20,5,0,LT : 160 m²,LB : 300 m²
13182,"Rp 2,5 Miliar",Cicilan: 9 Jutaan per bulan,Kosan Aktif Strategis Kawasan Mahasiswa Tubagus Ismail Bandung,"Tubagus Ismail, Bandung",22,10,1,LT : 256 m²,LB : 300 m²
13183,Rp 232 Juta,Cicilan: 862 Ribuan per bulan,PROMOOO Rumah Kpr tanpa Dp di Jalan banjaran batukarut legalitas SHM ,"Pameungpeuk, Bandung",2,1,1,LT : 60 m²,LB : 40 m²
13184,Rp 3 Miliar,Cicilan: 11 Jutaan per bulan,"Rumah Kece Dan Nyaman Didaerah Regol, Bandung","Regol, Bandung",18,4,1,LT : 188 m²,LB : 350 m²
13185,"Rp 1,1 Miliar",Cicilan: 4 Jutaan per bulan,For Sale Rumah Antapani Dalam Komplek Nego Sa,"Antapani, Bandung",2,1,1,LT : 118 m²,LB : 52 m²
13186,"Rp 3,1 Miliar",Cicilan: 11 Jutaan per bulan,Rumah Baru Hook Lingkungan Aman Exclusive Setiabudi Upi Bandung,"Setiabudi, Bandung",5,3,2,LT : 203 m²,LB : 300 m²
13187,Rp 900 Juta,Cicilan: 3 Jutaan per bulan,Rumah TKI 1 blok J siap huni,"Taman Kopo Indah, Bandung",3,3,1,LT : 95 m²,LB : 85 m²
13188,"Rp 1,65 Miliar",Cicilan: 6 Jutaan per bulan,Rumah Minimalis Modern Sayap Gatot Subroto ,"Batununggal, Bandung",5,3,1,LT : 149 m²,LB : 186 m²
13189,"Rp 2,85 Miliar",Cicilan: 10 Jutaan per bulan,japandi hook house kota baru parahyangan tatar banyak sumba,"Padalarang, Bandung",3,2,1,LT : 126 m²,LB : 118 m²
13190,"Rp 27,5 Miliar",Cicilan: 102 Jutaan per bulan,Dijual cepat rumah kost2an mewah full furnish bandung kota ,"Bandung Kota, Bandung",57,57,8,LT : 1000 m²,LB : 1700 m²
13191,Rp 750 Juta,Cicilan: 2 Jutaan per bulan,Dijual Cepat Rumah Terawat di Cibiru SHM,"Cibiru, Bandung",2,1,1,LT : 101 m²,LB : 48 m²
13192,"Rp 4,6 Miliar",Cicilan: 17 Jutaan per bulan,"Rumah Jalan Batu Indah, Batununggal, Buahbatu, Kota Bandung. Siap Huni, Luas","Batununggal, Bandung",5,4,5,LT : 513 m²,LB : 350 m²
13193,Rp 950 Juta,Cicilan: 3 Jutaan per bulan,Dijual Rumah Sayap Surapati,"Surapati, Bandung",3,1,1,LT : 70 m²,LB : 70 m²
13194,"Rp 1,1 Miliar",Cicilan: 4 Jutaan per bulan,Dijual Rumah Minimalis Sayap Supratman ,"Supratman, Bandung",3,2,1,LT : 73 m²,LB : 100 m²
13195,"Rp 1,5 Miliar",Cicilan: 5 Jutaan per bulan,"Rumah Bagus Ada Rooftop di Kawaluyaan, Soekarno Hatta","Soekarno Hatta, Bandung",4,2,1,LT : 126 m²,LB : 100 m²
13196,"Rp 1,35 Miliar",Cicilan: 5 Jutaan per bulan,Dijual Rumah Minimalis Komp. Taman Holis Indah 2,"Holis Cigondewah, Bandung",2,1,1,LT : 114 m²,LB : 90 m²
13197,Rp 10 Miliar,Cicilan: 37 Jutaan per bulan,Di Jual Rumah Nyaman Siap Huni Geger Kalong Bandung,"Geger Kalong, Bandung",4,3,0,LT : 716 m²,LB : 354 m²
13198,"Rp 6,7 Miliar",Cicilan: 24 Jutaan per bulan,Rumah Dijual Cantik Siap Huni di Cluster Favorite di Batununggal,"Batununggal, Bandung",3,4,0,LT : 300 m²,LB : 650 m²
13199,"Rp 2,68 Miliar",Cicilan: 9 Jutaan per bulan,Di Jual Rumah Cluster Amanda Summarecon Bandung,"Summarecon Bandung, Bandung",3,3,1,LT : 128 m²,LB : 150 m²
13200,Rp 525 Juta,Cicilan: 1 Jutaan per bulan,Dijual Cepat Rumah Vensya Land Jagabaya Banjaran,"Banjaran, Bandung",3,2,1,LT : 72 m²,LB : 98 m²
13201,Rp 180 Juta,Cicilan: 669 Ribuan per bulan,Rumah murah nerkualitas teruji di lokasi strategis,"Pameungpeuk, Bandung",2,1,1,LT : 54 m²,LB : 36 m²
13202,Rp 6 Miliar,Cicilan: 22 Jutaan per bulan,"Rumah Siap Huni di Setrasari, Bandung","Setra Sari, Bandung",4,2,0,LT : 520 m²,LB : 250 m²
13203,"Rp 3,3 Miliar",Cicilan: 12 Jutaan per bulan,Dijual Rumah Terawat Semi Furnished Sariwangi Bandung Barat,"Sariwangi, Bandung",4,4,2,LT : 155 m²,LB : 240 m²
13204,Rp 1 Miliar,Cicilan: 3 Jutaan per bulan,Rumah Dijual Terawat Aman di Taman Cibaduyut Indah,"Cibaduyut, Bandung",3,1,0,LT : 100 m²,LB : 90 m²
13205,"Rp 2,7 Miliar",Cicilan: 10 Jutaan per bulan,Dijual Rumah Siap Huni Di Kopo Permai,"Kopo Permai, Bandung",4,3,1,LT : 188 m²,LB : 300 m²
13206,Rp 6 Miliar,Cicilan: 22 Jutaan per bulan,Rumah Mainroad Cocok Dijadikan Ruko di Terusan Jakarta,"Antapani, Bandung",6,2,1,LT : 260 m²,LB : 209 m²
13207,"Rp 2,6 Miliar",Cicilan: 9 Jutaan per bulan,Dijual Rumah Sayap Moh Toha Bandung Bisa Dijadikan Rumah Kost Menjadi 10 Kamar Tidur,"Moch Toha, Bandung",6,3,1,LT : 200 m²,LB : 170 m²
13208,"Rp 2,7 Miliar",Cicilan: 10 Jutaan per bulan,Di Jual Rumah Cluster Amanda Summarecon Bandung,"Summarecon Bandung, Bandung",2,1,1,LT : 128 m²,LB : 132 m²
13209,"Rp 1,26 Miliar",Cicilan: 4 Jutaan per bulan,RUMAH LOK FAVORITE TKI 3,"Taman Kopo Indah, Bandung",3,3,1,LT : 102 m²,LB : 100 m²
13210,"Rp 5,5 Miliar",Cicilan: 20 Jutaan per bulan,Di Jual Cepat Cluster Premium Anapuri Podomoro Park Bandung,"Podomoro Park Bandung, Bandung",4,3,1,LT : 176 m²,LB : 159 m²
13211,"Rp 2,9 Miliar",Cicilan: 10 Jutaan per bulan,"Dijual Disewakan Cepat Luxury House Semi Furnished Buah Batu Regency Akses Dekat Tol Buah Batu, Transmart Carefour, Telkom University.","Buah Batu, Bandung",4,3,1,LT : 244 m²,LB : 320 m²
13212,"Rp 2,1 Miliar",Cicilan: 7 Jutaan per bulan,Di Jual Rumah Cluster Flora Summarecon Bandung,"Summarecon Bandung, Bandung",2,1,1,LT : 90 m²,LB : 75 m²
13213,Rp 232 Juta,Cicilan: 862 Ribuan per bulan,"Rumah berkualitas di lokasi strategis dekat pusat perbelanjaan, akses mudah kemana mana #grand bumigiriwangi","Pameungpeuk, Bandung",2,1,1,LT : 60 m²,LB : 40 m²
13214,Rp 700 Juta,Cicilan: 2 Jutaan per bulan, Dijual Rumah Arta Living Soreang Dekat Tol Soreang,"Soreang, Bandung",2,1,1,LT : 80 m²,LB : 54 m²
13215,Rp 985 Juta,Cicilan: 3 Jutaan per bulan,Rumah Terawat Dan Siap Huni di Taman Kopo Indah 2 Bandung,"Taman Kopo Indah, Bandung",3,1,2,LT : 105 m²,LB : 77 m²
13216,"Rp 1,8 Miliar",Cicilan: 6 Jutaan per bulan,Dijual Rumah Semi Furnished Komplek Cibaduyut Lokasi Strategis,"Cibaduyut, Bandung",4,3,1,LT : 262 m²,LB : 300 m²
13217,Rp 5 Miliar,Cicilan: 18 Jutaan per bulan,Rumah Dijual Modern Cantik 2 Lantai di Kota Baru Parahyangan,"Kota Baru Parahyangan, Bandung",4,3,0,LT : 303 m²,LB : 205 m²
13218,Rp 690 Juta,Cicilan: 2 Jutaan per bulan,"Dijual Cepat, Murah, Minimalis, Siap Huni di Cluster Riung Bandung, Cipamokolan","Rancasari, Bandung",2,2,1,LT : 60 m²,LB : 100 m²
13219,"Rp 1,9 Miliar",Cicilan: 7 Jutaan per bulan,"View pagi indah, view malam lebih indah! Rumah 3lt pegunungan","Diponegoro, Bandung",2,2,2,LT : 120 m²,LB : 98 m²
13220,"Rp 2,55 Miliar",Cicilan: 9 Jutaan per bulan,Favorit Cluster Tengah Kota di Sayap Mohamad Toha Dan Bkr Dekat Banget Ke Komplek Kurdi Dan Muara,"Bandung Kota, Bandung",4,4,2,LT : 131 m²,LB : 200 m²
13221,"Rp 2,5 Miliar",Cicilan: 9 Jutaan per bulan,Rumah murah lingkungan nyaman di Dago pakar Bandung ,"Dago Pakar, Bandung",2,2,2,LT : 148 m²,LB : 100 m²
13222,"Rp 9,5 Miliar",Cicilan: 35 Jutaan per bulan,Rumah Siap Huni di Sukamulya Pasteur Lokasi Strategis Akses Dekat Mall Dan Tol,"Pasteur, Bandung",7,6,5,LT : 908 m²,LB : 600 m²
13223,"Rp 1,59 Miliar",Cicilan: 5 Jutaan per bulan,"Rumah nyaman dan murah di KBP, Kota Baru Parahyangan","Kota Baru Parahyangan, Bandung",2,1,1,LT : 96 m²,LB : 65 m²
13224,"Rp 3,44 Miliar",Cicilan: 12 Jutaan per bulan,Rumah modern sejuk view gunung strategis di Dago Bandung ,"Dago Pakar, Bandung",2,2,2,LT : 313 m²,LB : 219 m²
13225,"Rp 2,8 Miliar",Cicilan: 10 Jutaan per bulan,Rumah Dalam Komplek Elite Batununggal Indah Kota Bandung,"Buah Batu, Bandung",4,4,1,LT : 160 m²,LB : 140 m²
13226,"Rp 1,29 Miliar",Cicilan: 4 Jutaan per bulan, Rumah Nyaman Siap Huni Strategis di Mainroad Taman Kopo Indah 1,"Taman Kopo Indah, Bandung",3,2,0,LT : 139 m²,LB : 100 m²
13227,"Rp 1,59 Miliar",Cicilan: 5 Jutaan per bulan,"Jarang Ada Murah Rumah Hanya 1,5 M an Hanya di Setra Duta","Setra Duta, Bandung",3,2,1,LT : 101 m²,LB : 80 m²
13228,Rp 45 Miliar,Cicilan: 167 Jutaan per bulan,Rumah Dijual Lux Strategis Nyaman di Sayap Wastukencana,"Wastukencana, Bandung",4,2,0,LT : 1050 m²,LB : 750 m²
13229,"Rp 2,8 Miliar",Cicilan: 10 Jutaan per bulan,JUAL RUMAH SIAP HUNI DI KOMPLEK SUMBER SARI BANDUNG,"Ciparay, Bandung",3,1,1,LT : 350 m²,LB : 225 m²
13230,"Rp 3,25 Miliar",Cicilan: 12 Jutaan per bulan,Rumah Dijual Cantik Modern di Mainroad Cipedes,"Cipedes, Bandung",10,1,0,LT : 373 m²,LB : 450 m²
13231,Rp 7 Miliar,Cicilan: 26 Jutaan per bulan,Di Jual Rumah Atau Villa Dago Pakar Timur Daerah Nyaman Sejuk View City Kota Bandung Cocok Untuk Investasi ,"Dago Pakar, Bandung",8,8,2,LT : 698 m²,LB : 720 m²
13232,"Rp 1,49 Miliar",Cicilan: 5 Jutaan per bulan,Dijual 1 Unit Lagi Rumah Indent Free Design Harga Dibawah Pasaran Di Antapani Bandung,"Antapani, Bandung",3,2,2,LT : 189 m²,LB : 80 m²
13233,"Rp 3,5 Miliar",Cicilan: 13 Jutaan per bulan,FS RUMAH TAMAN KOPO INDAH,"Taman Kopo Indah, Bandung",4,2,1,LT : 157 m²,LB : 180 m²
13234,Rp 675 Juta,Cicilan: 2 Jutaan per bulan,Rumah 2 Lantai Lokasi Strategis di Padasuka Bandung,"Padasuka, Bandung",2,2,0,LT : 72 m²,LB : 60 m²
13235,Rp 275 Juta,Cicilan: 1 Jutaan per bulan,HUNIAN MINIMALIS MODERN DI BANDUNG TERMURAH,"Bojongsoang, Bandung",2,1,1,LT : 72 m²,LB : 45 m²
13236,Rp 6 Miliar,Cicilan: 22 Jutaan per bulan,Rumah Asri Setrasari,"Setra Sari, Bandung",4,2,1,LT : 520 m²,LB : 250 m²
13237,"Rp 4,8 Miliar",Cicilan: 17 Jutaan per bulan," Rumah Villa  Bagus di Margahurip, banjaran, bandung, Banjaran","Banjaran, Bandung",3,4,30,LT : 4000 m²,LB : 800 m²
13238,Rp 33 Miliar,Cicilan: 122 Jutaan per bulan,Di Jual Rumah Mewah Siap Huni Sayap Dago Bandung Turun Harga ,"Dago, Bandung",11,4,0,LT : 890 m²,LB : 650 m²
13239,Rp 385 Juta,Cicilan: 1 Jutaan per bulan,Rumah 1 Lantai Lokasi Strategis Dekat Kampus Unpad di Arjasari,"Arjasari, Bandung",2,1,0,LT : 70 m²,LB : 42 m²
13240,"Rp 1,4 Miliar",Cicilan: 5 Jutaan per bulan,Rumah Siap Huni di Taman Kopo Indah 3 Bandung,"Taman Kopo Indah, Bandung",4,2,1,LT : 104 m²,LB : 138 m²
13241,"Rp 3,1 Miliar",Cicilan: 11 Jutaan per bulan,Dijual Rumah Lux Semifurnish Bangunan Baru di Setra Duta Cemara,"Setra Duta, Bandung",4,3,3,LT : 163 m²,LB : 210 m²
13242,"Rp 3,2 Miliar",Cicilan: 11 Jutaan per bulan,Rumah Mewah Terawat 2 Lantai Siap Huni Di Setiabudi Dekat UPI,"Setiabudi, Bandung",4,3,2,LT : 314 m²,LB : 200 m²
13243,"Rp 3,15 Miliar",Cicilan: 11 Jutaan per bulan,"Rumah 2,5 Lantai Siap Huni di Kompleks Batununggal Bandung","Batununggal, Bandung",4,4,1,LT : 180 m²,LB : 290 m²
13244,"Rp 1,9 Miliar",Cicilan: 7 Jutaan per bulan,Memang secantik itu! Rumah 3lt view gunung udara sejuk,"Setiabudi, Bandung",2,2,2,LT : 120 m²,LB : 98 m²
13245,"Rp 2,1 Miliar",Cicilan: 7 Jutaan per bulan,Rumah 100 Baru Smarthome Area Pusat Kota Kembar Mas Bandung,"Regol, Bandung",3,3,2,LT : 130 m²,LB : 160 m²
